Program,Year,Period,Geo Level,State,State ANSI,watershed_code,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,YEAR,STATE,MICHIGAN,26,0,COTTON,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.5,
SURVEY,2020,YEAR,STATE,MINNESOTA,27,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,191,
SURVEY,2020,YEAR,STATE,MINNESOTA,27,0,COTTON,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,23,
SURVEY,2020,YEAR,STATE,MISSISSIPPI,28,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2020,YEAR,STATE,MISSISSIPPI,28,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14,
SURVEY,2020,YEAR,STATE,MISSOURI,29,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2020,YEAR,STATE,MISSOURI,29,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17,
SURVEY,2020,YEAR,STATE,MONTANA,30,0,OATS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109,
SURVEY,2020,YEAR,STATE,MONTANA,30,0,PEANUTS,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21,
SURVEY,2020,YEAR,STATE,NEBRASKA,31,0,PEANUTS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2020,YEAR,STATE,NEBRASKA,31,0,SORGHUM,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2020,YEAR,STATE,NEVADA,32,0,SORGHUM,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,26,
SURVEY,2020,YEAR,STATE,NEW HAMPSHIRE,33,0,WHEAT,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2020,YEAR,STATE,NEW JERSEY,34,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,156,
SURVEY,2020,YEAR,STATE,NEW JERSEY,34,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2020,YEAR,STATE,NEW MEXICO,35,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,195,
SURVEY,2020,YEAR,STATE,NEW MEXICO,35,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21,
SURVEY,2020,YEAR,STATE,NEW YORK,36,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,
SURVEY,2020,YEAR,STATE,NEW YORK,36,0,COTTON,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,YEAR,STATE,NORTH CAROLINA,37,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,113,
SURVEY,2020,YEAR,STATE,NORTH CAROLINA,37,0,COTTON,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14,
SURVEY,2020,YEAR,STATE,NORTH DAKOTA,38,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139,
SURVEY,2020,YEAR,STATE,NORTH DAKOTA,38,0,COTTON,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.5,
SURVEY,2020,YEAR,STATE,OHIO,39,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171,
SURVEY,2020,YEAR,STATE,OHIO,39,0,PEANUTS,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21,
SURVEY,2020,YEAR,STATE,OKLAHOMA,40,0,PEANUTS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135,
SURVEY,2020,YEAR,STATE,OKLAHOMA,40,0,BARLEY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14,
SURVEY,2020,YEAR,STATE,OREGON,41,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,241,
SURVEY,2020,YEAR,STATE,OREGON,41,0,BARLEY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,23,
SURVEY,2020,YEAR,STATE,OTHER STATES,,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,YEAR,STATE,OTHER STATES,,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,YEAR,STATE,PENNSYLVANIA,42,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138,
SURVEY,2020,YEAR,STATE,PENNSYLVANIA,42,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2020,YEAR,STATE,RHODE ISLAND,44,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13,
SURVEY,2020,YEAR,STATE,SOUTH CAROLINA,45,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132,
SURVEY,2020,YEAR,STATE,SOUTH CAROLINA,45,0,WHEAT,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15,
SURVEY,2020,YEAR,STATE,SOUTH DAKOTA,46,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,162,
SURVEY,2020,YEAR,STATE,SOUTH DAKOTA,46,0,WHEAT,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,YEAR,STATE,TENNESSEE,47,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2020,YEAR,STATE,TENNESSEE,47,0,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,YEAR,STATE,TEXAS,48,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128,
SURVEY,2020,YEAR,STATE,TEXAS,48,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,YEAR,STATE,UTAH,49,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,149,
SURVEY,2020,YEAR,STATE,UTAH,49,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,23,
SURVEY,2020,YEAR,STATE,VERMONT,50,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2020,YEAR,STATE,VIRGINIA,51,0,OATS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2020,YEAR,STATE,VIRGINIA,51,0,OATS,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17,
SURVEY,2020,YEAR,STATE,WASHINGTON,53,0,SOYBEANS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,228,
SURVEY,2020,YEAR,STATE,WASHINGTON,53,0,SOYBEANS,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,26,
SURVEY,2020,YEAR,STATE,WEST VIRGINIA,54,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,144,
SURVEY,2020,YEAR,STATE,WEST VIRGINIA,54,0,BARLEY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2020,YEAR,STATE,WISCONSIN,55,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,173,
SURVEY,2020,YEAR,STATE,WISCONSIN,55,0,BARLEY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21,
SURVEY,2020,YEAR,STATE,WYOMING,56,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2020,YEAR,STATE,WYOMING,56,0,HAY,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2020,YEAR - AUG FORECAST,STATE,ALABAMA,1,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2020,YEAR - AUG FORECAST,STATE,ARKANSAS,5,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - AUG FORECAST,STATE,CALIFORNIA,6,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164,
SURVEY,2020,YEAR - AUG FORECAST,STATE,COLORADO,8,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,117,
SURVEY,2020,YEAR - AUG FORECAST,STATE,DELAWARE,10,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2020,YEAR - AUG FORECAST,STATE,GEORGIA,13,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - AUG FORECAST,STATE,IDAHO,16,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,203,
SURVEY,2020,YEAR - AUG FORECAST,STATE,ILLINOIS,17,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,207,
SURVEY,2020,YEAR - AUG FORECAST,STATE,INDIANA,18,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,188,
SURVEY,2020,YEAR - AUG FORECAST,STATE,IOWA,19,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,202,
SURVEY,2020,YEAR - AUG FORECAST,STATE,KANSAS,20,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,143,
SURVEY,2020,YEAR - AUG FORECAST,STATE,KENTUCKY,21,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - AUG FORECAST,STATE,LOUISIANA,22,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2020,YEAR - AUG FORECAST,STATE,MARYLAND,24,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2020,YEAR - AUG FORECAST,STATE,MICHIGAN,26,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168,
SURVEY,2020,YEAR - AUG FORECAST,STATE,MINNESOTA,27,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,197,
SURVEY,2020,YEAR - AUG FORECAST,STATE,MISSISSIPPI,28,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2020,YEAR - AUG FORECAST,STATE,MISSOURI,29,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,175,
SURVEY,2020,YEAR - AUG FORECAST,STATE,NEBRASKA,31,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,191,
SURVEY,2020,YEAR - AUG FORECAST,STATE,NEW YORK,36,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,167,
SURVEY,2020,YEAR - AUG FORECAST,STATE,NORTH CAROLINA,37,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,131,
SURVEY,2020,YEAR - AUG FORECAST,STATE,NORTH DAKOTA,38,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2020,YEAR - AUG FORECAST,STATE,OHIO,39,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,175,
SURVEY,2020,YEAR - AUG FORECAST,STATE,OKLAHOMA,40,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,130,
SURVEY,2020,YEAR - AUG FORECAST,STATE,OTHER STATES,,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,159.3,
SURVEY,2020,YEAR - AUG FORECAST,STATE,PENNSYLVANIA,42,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,144,
SURVEY,2020,YEAR - AUG FORECAST,STATE,SOUTH CAROLINA,45,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136,
SURVEY,2020,YEAR - AUG FORECAST,STATE,SOUTH DAKOTA,46,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,167,
SURVEY,2020,YEAR - AUG FORECAST,STATE,TENNESSEE,47,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,178,
SURVEY,2020,YEAR - AUG FORECAST,STATE,TEXAS,48,0,OATS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138,
SURVEY,2020,YEAR - AUG FORECAST,STATE,VIRGINIA,51,0,PEANUTS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132,
SURVEY,2020,YEAR - AUG FORECAST,STATE,WASHINGTON,53,0,SORGHUM,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,2020,YEAR - AUG FORECAST,STATE,WISCONSIN,55,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - NOV FORECAST,STATE,ALABAMA,1,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,166,
SURVEY,2020,YEAR - NOV FORECAST,STATE,ARKANSAS,5,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - NOV FORECAST,STATE,CALIFORNIA,6,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2020,YEAR - NOV FORECAST,STATE,COLORADO,8,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2020,YEAR - NOV FORECAST,STATE,DELAWARE,10,0,PEANUTS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - NOV FORECAST,STATE,GEORGIA,13,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,182,
SURVEY,2020,YEAR - NOV FORECAST,STATE,IDAHO,16,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,205,
SURVEY,2020,YEAR - NOV FORECAST,STATE,ILLINOIS,17,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,195,
SURVEY,2020,YEAR - NOV FORECAST,STATE,INDIANA,18,0,BEANS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189,
SURVEY,2020,YEAR - NOV FORECAST,STATE,IOWA,19,0,CANOLA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184,
SURVEY,2020,YEAR - NOV FORECAST,STATE,KANSAS,20,0,CHICKPEAS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132,
SURVEY,2020,YEAR - NOV FORECAST,STATE,KENTUCKY,21,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - NOV FORECAST,STATE,LOUISIANA,22,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184,
SURVEY,2020,YEAR - NOV FORECAST,STATE,MARYLAND,24,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,153,
SURVEY,2020,YEAR - NOV FORECAST,STATE,MICHIGAN,26,0,LENTILS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2020,YEAR - NOV FORECAST,STATE,MINNESOTA,27,0,PEAS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,202,
SURVEY,2020,YEAR - NOV FORECAST,STATE,MISSISSIPPI,28,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - NOV FORECAST,STATE,MISSOURI,29,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,167,
SURVEY,2020,YEAR - NOV FORECAST,STATE,NEBRASKA,31,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,185,
SURVEY,2020,YEAR - NOV FORECAST,STATE,NEW YORK,36,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,166,
SURVEY,2020,YEAR - NOV FORECAST,STATE,NORTH CAROLINA,37,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,117,
SURVEY,2020,YEAR - NOV FORECAST,STATE,NORTH DAKOTA,38,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2020,YEAR - NOV FORECAST,STATE,OHIO,39,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168,
SURVEY,2020,YEAR - NOV FORECAST,STATE,OKLAHOMA,40,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138,
SURVEY,2020,YEAR - NOV FORECAST,STATE,OTHER STATES,,0,OATS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161,
SURVEY,2020,YEAR - NOV FORECAST,STATE,PENNSYLVANIA,42,0,SOYBEANS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,152,
SURVEY,2020,YEAR - NOV FORECAST,STATE,SOUTH CAROLINA,45,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136,
SURVEY,2020,YEAR - NOV FORECAST,STATE,SOUTH DAKOTA,46,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2020,YEAR - NOV FORECAST,STATE,TENNESSEE,47,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2020,YEAR - NOV FORECAST,STATE,TEXAS,48,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139,
SURVEY,2020,YEAR - NOV FORECAST,STATE,VIRGINIA,51,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,131,
SURVEY,2020,YEAR - NOV FORECAST,STATE,WASHINGTON,53,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,2020,YEAR - NOV FORECAST,STATE,WISCONSIN,55,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184,
SURVEY,2020,YEAR - OCT FORECAST,STATE,ALABAMA,1,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,166,
SURVEY,2020,YEAR - OCT FORECAST,STATE,ARKANSAS,5,0,COTTON,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,183,
SURVEY,2020,YEAR - OCT FORECAST,STATE,CALIFORNIA,6,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2020,YEAR - OCT FORECAST,STATE,COLORADO,8,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2020,YEAR - OCT FORECAST,STATE,DELAWARE,10,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - OCT FORECAST,STATE,GEORGIA,13,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,182,
SURVEY,2020,YEAR - OCT FORECAST,STATE,IDAHO,16,0,OATS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,205,
SURVEY,2020,YEAR - OCT FORECAST,STATE,ILLINOIS,17,0,PEANUTS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,200,
SURVEY,2020,YEAR - OCT FORECAST,STATE,INDIANA,18,0,SORGHUM,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189,
SURVEY,2020,YEAR - OCT FORECAST,STATE,IOWA,19,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,186,
SURVEY,2020,YEAR - OCT FORECAST,STATE,KANSAS,20,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137,
SURVEY,2020,YEAR - OCT FORECAST,STATE,KENTUCKY,21,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - OCT FORECAST,STATE,LOUISIANA,22,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184,
SURVEY,2020,YEAR - OCT FORECAST,STATE,MARYLAND,24,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2020,YEAR - OCT FORECAST,STATE,MICHIGAN,26,0,PEANUTS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,167,
SURVEY,2020,YEAR - OCT FORECAST,STATE,MINNESOTA,27,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,202,
SURVEY,2020,YEAR - OCT FORECAST,STATE,MISSISSIPPI,28,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2020,YEAR - OCT FORECAST,STATE,MISSOURI,29,0,BARLEY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169,
SURVEY,2020,YEAR - OCT FORECAST,STATE,NEBRASKA,31,0,BEANS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,187,
SURVEY,2020,YEAR - OCT FORECAST,STATE,NEW YORK,36,0,CANOLA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,167,
SURVEY,2020,YEAR - OCT FORECAST,STATE,NORTH CAROLINA,37,0,CHICKPEAS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,117,
SURVEY,2020,YEAR - OCT FORECAST,STATE,NORTH DAKOTA,38,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2020,YEAR - OCT FORECAST,STATE,OHIO,39,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,173,
SURVEY,2020,YEAR - OCT FORECAST,STATE,OKLAHOMA,40,0,HAY,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135,
SURVEY,2020,YEAR - OCT FORECAST,STATE,OTHER STATES,,0,LENTILS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161,
SURVEY,2020,YEAR - OCT FORECAST,STATE,PENNSYLVANIA,42,0,PEAS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,
SURVEY,2020,YEAR - OCT FORECAST,STATE,SOUTH CAROLINA,45,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136,
SURVEY,2020,YEAR - OCT FORECAST,STATE,SOUTH DAKOTA,46,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2020,YEAR - OCT FORECAST,STATE,TENNESSEE,47,0,WHEAT,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169,
SURVEY,2020,YEAR - OCT FORECAST,STATE,TEXAS,48,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139,
